time,region,number,spatial_ref,T,LOAD,population,height,T.historical.ukesm1_0_ll,T.historical.mpi_esm1_2_lr,T.historical.hadgem3_gc31_ll,T.historical.ipsl_cm6a_lr,T.ssp126.hadgem3_gc31_ll,T.ssp126.mpi_esm1_2_lr,T.ssp126.ipsl_cm6a_lr,T.ssp126.ukesm1_0_ll,T.ssp585.ipsl_cm6a_lr,T.ssp585.ukesm1_0_ll,T.ssp585.hadgem3_gc31_ll,T.ssp585.mpi_esm1_2_lr
2004-02-29,ALL_US,0,0,273.6284,3715246.388245343,287573753.4550477,1.5,271.78822113712977,273.41933377818253,272.9720631762252,272.82761298379904,,,,,,,,
2004-03-31,ALL_US,0,0,281.26486,3719332.047043667,287802963.2577151,1.5,275.83009817934845,279.34573084151975,277.9665680405532,276.88217519816413,,,,,,,,
2004-04-30,ALL_US,0,0,284.64194,3724736.617243732,288024721.52097815,1.5,282.20941159553274,281.8480176722472,285.0545953114829,281.3143417981787,,,,,,,,
2004-05-31,ALL_US,0,0,289.81256,3731820.4035255415,288253812.12905455,1.5,287.13490854850136,287.8041425720223,289.1113778170294,286.40718850526184,,,,,,,,
2004-06-30,ALL_US,0,0,293.29785,3740126.3874193025,288475455.0427135,1.5,294.2152365881719,293.4285672761603,294.40576068636307,292.11048803536266,,,,,,,,
2004-07-31,ALL_US,0,0,296.07727,3749540.5767201083,288704494.07436866,1.5,297.44783184491183,296.5114816972502,298.36715048257327,295.7331398407772,,,,,,,,
2004-08-31,ALL_US,0,0,294.52075,3759053.183804442,288933616.85895014,1.5,296.9261571320843,297.5680373253596,297.99764709852786,296.4448376477745,,,,,,,,
2004-09-30,ALL_US,0,0,292.0045,3768351.93303145,289155428.4014408,1.5,292.0227521034218,293.4778574075716,293.561673305518,292.8673774294692,,,,,,,,
2004-10-31,ALL_US,0,0,286.01062,3778056.7410162636,289384716.1380065,1.5,285.94853526790115,286.9244671574776,286.66380390845615,286.4706412098864,,,,,,,,
2004-11-30,ALL_US,0,0,279.44763,3787541.4911147044,289606687.3114498,1.5,279.0896037599632,279.6715376864842,280.3167881869355,279.87453061299215,,,,,,,,
2004-12-31,ALL_US,0,0,274.45386,3797438.4999999995,289836140.0,1.5,272.27796443156984,271.82450870679264,274.5154149709844,275.28846750829547,,,,,,,,
2005-01-31,ALL_US,0,0,273.21417,3807433.184752751,290065676.51660776,1.5,269.1540199071871,268.9614928265548,272.5008619136273,272.0338512910947,,,,,,,,
2005-02-28,ALL_US,0,0,275.96225,3816544.5964404815,290273071.8739346,1.5,271.5688354882919,275.95984020611945,275.31561103122493,273.8585827769269,,,,,,,,
2005-03-31,ALL_US,0,0,278.7137,3826725.1804248453,290502767.93426496,1.5,278.71024544287104,279.4659237597191,276.29494466904225,274.15859758822444,,,,,,,,
2005-04-30,ALL_US,0,0,284.48563,3836670.3589099464,290725134.2597383,1.5,282.74915563595414,283.2053462769437,282.5206067943476,279.9137864791357,,,,,,,,
2005-05-31,ALL_US,0,0,288.59232,3847043.1437947913,290954995.27205306,1.5,289.18840227872107,289.120232634364,288.7084919182383,286.0852529745866,,,,,,,,
2005-06-30,ALL_US,0,0,294.08926,3857174.3231513253,291177521.228479,1.5,292.8199755118886,294.3508795256105,294.71458888473256,292.22129577796994,,,,,,,,
2005-07-31,ALL_US,0,0,297.61578,3867194.460778874,291407501.88610005,1.5,297.9883390981533,297.5295261039035,297.82635399397856,296.10333229705634,,,,,,,,
2005-08-31,ALL_US,0,0,296.25836,3876110.352698598,291637466.4263666,1.5,297.5391111373542,297.43606204137035,297.63011893425625,297.00790037405204,,,,,,,,
2005-09-30,ALL_US,0,0,292.99536,3883685.904952149,291859997.2982569,1.5,293.6622736964424,292.5273444034005,292.61596163510916,293.2936775297243,,,,,,,,
2005-10-31,ALL_US,0,0,286.03192,3890426.1543564284,292089929.89322996,1.5,287.2157177725856,285.2600080752181,287.3670697771384,287.9424994802576,,,,,,,,
2005-11-30,ALL_US,0,0,280.1302,3895896.246111163,292312429.85032016,1.5,277.68686530650643,279.3925439302674,278.6078186851927,278.27838219854596,,,,,,,,
2005-12-31,ALL_US,0,0,273.2597,3900460.853,292542330.5,1.5,269.3810519221199,274.7808268348817,272.02353229440877,271.14267421593877,,,,,,,,
2006-01-31,ALL_US,0,0,276.79117,3903919.805495743,292772214.91518646,1.5,267.164738796166,275.0057657202414,269.9350891910344,271.27154217846964,,,,,,,,
2006-02-28,ALL_US,0,0,274.3571,3906093.687116564,292979838.4975906,1.5,267.25236471816544,278.2357557139295,268.8489573656167,272.49537037204954,,,,,,,,
2006-03-31,ALL_US,0,0,278.88544,3907448.3296383535,293209692.0148704,1.5,273.66003348334857,279.5637549200708,274.6233020222943,273.81172928104246,,,,,,,,
2006-04-30,ALL_US,0,0,286.028,3907706.5437648706,293432115.44516057,1.5,281.81537741184104,284.01115400303684,281.01384853978755,279.7630919234325,,,,,,,,
2006-05-31,ALL_US,0,0,290.1798,3906885.5437712176,293661937.01714706,1.5,288.1803998983646,289.6791237587323,287.81333200924047,285.8972345358282,,,,,,,,
2006-06-30,ALL_US,0,0,295.055,3905038.2973989183,293884329.5326372,1.5,293.22352398426034,293.98717509607644,293.88360871167214,292.0838721107618,,,,,,,,
2006-07-31,ALL_US,0,0,298.22855,3903109.1967566465,294114132.6583457,1.5,296.81670561519775,298.8099442095002,297.2354084236319,295.49802245613284,,,,,,,,
2006-08-31,ALL_US,0,0,296.332,3902429.4127052934,294343949.3280555,1.5,296.70194926571594,297.9663538614146,297.32942240130893,296.1123503204868,,,,,,,,
2006-09-30,ALL_US,0,0,290.67978,3902963.70094276,294566365.48573065,1.5,292.7758765701624,291.98700086984076,293.17007777561207,290.64537702646044,,,,,,,,
2006-10-31,ALL_US,0,0,284.47986,3904747.680684877,294796208.8752162,1.5,286.3790558160835,287.76375118769744,286.78311973262663,285.8952998846882,,,,,,,,
2006-11-30,ALL_US,0,0,279.6628,3907666.2564644124,295018650.8907388,1.5,278.87161540145314,278.44854357413874,278.8953400597904,277.9002331931651,,,,,,,,
2006-12-31,ALL_US,0,0,275.36523,3911914.0,295248521.00000006,1.5,273.5663425155836,271.1575469472664,274.1766502456816,270.61272090948836,,,,,,,,
2007-01-31,ALL_US,0,0,272.38193,3917413.820217516,295478404.68816376,1.5,271.3940221632813,268.6090260630856,268.5904650008958,271.6527338551018,,,,,,,,
2007-02-28,ALL_US,0,0,273.15942,3923457.586386169,295686053.2391518,1.5,269.8184709930435,274.5947889453136,272.5330555974378,271.8043998689582,,,,,,,,
2007-03-31,ALL_US,0,0,281.63528,3931340.391256386,295915962.7710329,1.5,276.6043130413414,275.8701293596652,276.5422397081809,278.8009768805007,,,,,,,,
2007-04-30,ALL_US,0,0,283.50922,3940161.0558695653,296138468.79532564,1.5,283.65786631620296,283.9852182365314,282.71285764641124,281.9618662509657,,,,,,,,
2007-05-31,ALL_US,0,0,290.27448,3950507.6245332533,296368405.04698265,1.5,288.4574139028152,289.7262347240298,289.4570328781483,287.3064649676162,,,,,,,,
2007-06-30,ALL_US,0,0,294.60834,3961712.5766885,296590936.92912275,1.5,293.51470583139854,293.69612626313614,294.4510857319572,293.5016379681596,,,,,,,,
2007-07-31,ALL_US,0,0,297.31226,3973389.968237811,296820864.2131407,1.5,296.74727299704426,297.23861807357343,298.6234228490348,297.0171982723716,,,,,,,,
2007-08-31,ALL_US,0,0,297.10147,3983820.19681626,297050726.350506,1.5,297.250347637287,297.2764243639216,297.9314663973083,298.05860865894437,,,,,,,,
2007-09-30,ALL_US,0,0,292.53738,3992723.712177204,297273111.4640719,1.5,292.3998649881125,292.65592036225945,293.86466598312285,293.7610219549623,,,,,,,,
2007-10-31,ALL_US,0,0,286.88016,4000694.0820113732,297502845.2280761,1.5,284.76710135132214,286.701512223233,287.09273722949143,285.91303777557215,,,,,,,,
2007-11-30,ALL_US,0,0,279.65497,4007217.0889101108,297725106.1093569,1.5,278.6126623290242,276.42917388186765,278.92162548762207,278.48770335568423,,,,,,,,
2007-12-31,ALL_US,0,0,273.5777,4012727.6,297954711.5,1.5,268.6329262458463,273.75869905967255,275.06277463550845,274.0776911464146,,,,,,,,
2008-01-31,ALL_US,0,0,271.9264,4016988.0189411556,298184251.6517218,1.5,267.86032597746316,270.8129943636566,268.0501690352054,271.53532570456815,,,,,,,,
2008-02-29,ALL_US,0,0,274.27667,4019841.855006401,298398923.70014673,1.5,271.97333915754325,273.43616589304435,274.4467820116327,273.7541939920334,,,,,,,,
2008-03-31,ALL_US,0,0,278.5647,4021682.7407564623,298628337.58298874,1.5,276.60397036477684,278.2236635345533,279.169348490566,277.83595912855833,,,,,,,,
2008-04-30,ALL_US,0,0,283.41806,4022273.988864126,298850288.9018546,1.5,283.18022982148375,285.60878807766517,283.2657088670417,281.1019430291238,,,,,,,,
2008-05-31,ALL_US,0,0,288.56958,4021655.0158699066,299079574.4113354,1.5,288.24274582698143,289.01689361286327,289.62472926043597,286.60698143135613,,,,,,,,
2008-06-30,ALL_US,0,0,294.24902,4019865.7555153645,299301401.4979163,1.5,295.7898567799925,293.72936351729163,292.878607195154,292.5000137841795,,,,,,,,
2008-07-31,ALL_US,0,0,296.8918,4016942.1801032405,299530566.6315373,1.5,297.0258774913048,296.66749985595146,297.6120445776383,295.29255773597225,,,,,,,,
2008-08-31,ALL_US,0,0,295.89093,4013099.8985456834,299759683.5964594,1.5,297.3650926001912,296.4566373950592,297.36311348328644,296.2309171444561,,,,,,,,
2008-09-30,ALL_US,0,0,291.79202,4008506.9951870283,299981363.83698887,1.5,293.5844716158579,291.013795648275,293.68342020862275,292.18965469462984,,,,,,,,
2008-10-31,ALL_US,0,0,285.32877,4002857.2764700325,300210386.0358277,1.5,286.38750573102124,284.9356235279537,285.6543427349481,284.71804456299964,,,,,,,,
2008-11-30,ALL_US,0,0,279.60196,3996515.240376436,300431974.56724435,1.5,278.573242075617,278.2842469703373,280.19572725483255,275.4069490722815,,,,,,,,
2008-12-31,ALL_US,0,0,272.81982,3989058.0845,300660901.99999994,1.5,270.6049345557857,272.44099611536996,274.8592925684235,270.24358910285156,,,,,,,,
2009-01-31,ALL_US,0,0,272.10248,3980682.39498516,300889781.27294266,1.5,268.3437249844797,270.4506844245902,273.56898118414983,272.35414845890494,,,,,,,,
2009-02-28,ALL_US,0,0,275.48572,3972327.756812212,301096469.54444003,1.5,266.6708033704339,273.5086778511886,273.87049002400994,272.8705284426721,,,,,,,,
2009-03-31,ALL_US,0,0,278.99188,3962203.8903726693,301325257.15838414,1.5,276.90945663364164,278.5081377967572,278.3038622256812,278.02432892383376,,,,,,,,
2009-04-30,ALL_US,0,0,283.73016,3951532.033902414,301546618.67216086,1.5,282.54124562587475,283.65262629177363,283.10625888756397,280.3143592190785,,,,,,,,
2009-05-31,ALL_US,0,0,289.7581,3939600.730303431,301775311.5200218,1.5,288.45458242745366,288.378090921019,288.6328289891116,287.92163601659155,,,,,,,,
2009-06-30,ALL_US,0,0,293.5806,3927179.741098235,301996581.32468563,1.5,293.2088266096153,292.7594036114662,294.19888429526,292.5200953913821,,,,,,,,
2009-07-31,ALL_US,0,0,296.03168,3913441.0003398117,302225555.04239327,1.5,296.96325051411725,296.8640700075444,297.2841375056313,295.53179141905804,,,,,,,,
2009-08-31,ALL_US,0,0,295.54092,3898783.725942986,302455309.2438696,1.5,297.8785479789173,297.6991374476316,297.59861331689814,296.3833608988001,,,,,,,,
2009-09-30,ALL_US,0,0,292.48663,3883724.700481812,302678396.06870097,1.5,294.7540116077377,292.66888026116624,293.04570299883403,291.54125484193327,,,,,,,,
2009-10-31,ALL_US,0,0,283.34012,3867259.988925546,302909687.9718762,1.5,287.45979408442537,286.3546313804038,286.13775525185446,285.25843679615247,,,,,,,,
2009-11-30,ALL_US,0,0,280.48853,3850451.8307294305,303134262.89512587,1.5,279.06102483302084,276.36901805967983,280.17993442972335,278.2542093297533,,,,,,,,
2009-12-31,ALL_US,0,0,271.413,3832179.682013725,303367092.5,1.5,271.83235624537946,272.2416576011275,275.66067114896373,271.6359305036666,,,,,,,,
